TIME,SIMTIME,CAMERA,GROUNDID,LABEL,X,Y,Z,ERROR
1620096236088,7280,FRONT-eval,305,vehicle,26.8125,21.2812,-0.0402,1000000.0000
1620096236402,7330,FRONT-eval,337,vehicle,29.7969,-27.0625,0.0942,376.6025
1620096236402,7330,FRONT-eval,305,vehicle,26.5938,21.5312,-0.0401,1000000.0000
1620096236734,7380,FRONT-eval,337,vehicle,29.5469,-27.2969,0.0943,5.6221
1620096236735,7380,FRONT-eval,305,vehicle,26.3906,21.7812,-0.0400,1000000.0000
1620096236994,7430,FRONT-eval,337,vehicle,29.3125,-27.5312,0.0944,6.1527
1620096236994,7430,FRONT-eval,305,vehicle,26.1719,22.0156,-0.0400,1000000.0000
1620096237255,7480,FRONT-eval,337,vehicle,29.0781,-27.7812,0.0944,396.2588
1620096237255,7480,FRONT-eval,305,vehicle,25.9531,22.2656,-0.0399,1000000.0000
1620096237524,7530,FRONT-eval,337,vehicle,28.8438,-28.0156,0.0945,5.3929
1620096237525,7530,FRONT-eval,305,vehicle,25.7500,22.5000,-0.0399,1000000.0000
1620096237791,7580,FRONT-eval,337,vehicle,28.5938,-28.2500,0.0945,6.5065
1620096237791,7580,FRONT-eval,305,vehicle,25.5312,22.7500,-0.0399,1000000.0000
1620096238116,7630,FRONT-eval,337,vehicle,28.3594,-28.4844,0.0945,428.6194
1620096238116,7630,FRONT-eval,305,vehicle,25.3125,23.0000,-0.0398,1000000.0000
1620096238320,7680,FRONT-eval,305,vehicle,25.0938,23.2344,-0.0397,1000000.0000
1620096238321,7680,FRONT-eval,337,vehicle,28.1250,-28.7344,0.0945,1000000.0000
1620096238566,7730,FRONT-eval,305,vehicle,24.8750,23.4844,-0.0397,1000000.0000
1620096238566,7730,FRONT-eval,337,vehicle,27.8906,-28.9688,0.0945,1000000.0000
1620096238802,7780,FRONT-eval,305,vehicle,24.6562,23.7344,-0.0396,1000000.0000
1620096238802,7780,FRONT-eval,337,vehicle,27.6406,-29.2031,0.0945,1000000.0000
1620096239026,7830,FRONT-eval,305,vehicle,24.4531,23.9688,-0.0396,1000000.0000
1620096239258,7880,FRONT-eval,305,vehicle,24.2344,24.2188,-0.0388,1000000.0000
1620096239475,7930,FRONT-eval,305,vehicle,24.0156,24.4688,-0.0355,1000000.0000
1620096239743,7980,FRONT-eval,305,vehicle,23.8125,24.7031,-0.0294,1000000.0000
1620096305594,22430,FRONT-eval,268,vehicle,43.4062,40.7188,-0.1975,6.7885
1620096305877,22480,FRONT-eval,268,vehicle,44.4062,39.1250,-0.1704,7.0246
1620096306144,22530,FRONT-eval,268,vehicle,45.4375,37.4062,-0.1774,6.1818
1620096306477,22580,FRONT-eval,268,vehicle,46.5000,35.4688,-0.1903,6.9935
1620096306785,22630,FRONT-eval,268,vehicle,47.5312,33.4688,-0.1830,6.6871
1620096307090,22680,FRONT-eval,268,vehicle,48.2812,31.7031,-0.1426,7.0246
1620096307387,22730,FRONT-eval,268,vehicle,48.8125,30.2344,-0.1056,6.9317
1620096307677,22780,FRONT-eval,268,vehicle,49.2812,28.7031,-0.1061,7.0142
1620096307933,22830,FRONT-eval,268,vehicle,49.8125,26.9844,-0.1172,7.6379
1620096308291,22880,FRONT-eval,268,vehicle,50.2188,25.3594,-0.1064,6.9214
1620096308581,22930,FRONT-eval,268,vehicle,50.5000,23.9219,-0.0876,6.9009
1620096308853,22980,FRONT-eval,268,vehicle,50.7188,22.5000,-0.0841,5.9129
1620096309179,23030,FRONT-eval,268,vehicle,50.8750,21.1250,-0.0787,7.6487
1620096309483,23080,FRONT-eval,268,vehicle,51.0000,19.7500,-0.0779,7.4235
1620096309780,23130,FRONT-eval,268,vehicle,51.0312,18.4688,-0.0710,6.8497
1620096310118,23180,FRONT-eval,268,vehicle,51.0312,17.2031,-0.0677,6.3875
1620096310119,23180,FRONT-eval,266,vehicle,52.0000,29.7812,-0.0561,1000000.0000
1620096310465,23230,FRONT-eval,268,vehicle,51.0000,16.0469,-0.0619,6.8599
1620096310465,23230,FRONT-eval,266,vehicle,52.4062,28.5781,-0.0470,1000000.0000
1620096310777,23280,FRONT-eval,268,vehicle,50.8750,14.9688,-0.0570,7.1703
1620096310777,23280,FRONT-eval,266,vehicle,52.7188,27.4375,-0.0392,1000000.0000
1620096311119,23330,FRONT-eval,268,vehicle,50.7500,13.8906,-0.0564,8.2320
1620096311120,23330,FRONT-eval,266,vehicle,53.0312,26.2812,-0.0395,1000000.0000
1620096311442,23380,FRONT-eval,268,vehicle,50.5938,12.8281,-0.0554,6.8088
1620096311443,23380,FRONT-eval,266,vehicle,53.3438,25.1250,-0.0392,1000000.0000
1620096311764,23430,FRONT-eval,268,vehicle,50.4062,11.8438,-0.0515,7.2332
1620096311764,23430,FRONT-eval,266,vehicle,53.5625,24.0469,-0.0322,1000000.0000
1620096312070,23480,FRONT-eval,268,vehicle,50.1562,10.9531,-0.0479,7.0557
1620096312070,23480,FRONT-eval,266,vehicle,53.7500,23.0312,-0.0254,1000000.0000
1620096312364,23530,FRONT-eval,268,vehicle,49.9062,10.0781,-0.0469,7.5410
1620096312364,23530,FRONT-eval,266,vehicle,53.9062,22.0469,-0.0240,1000000.0000
1620096312712,23580,FRONT-eval,268,vehicle,49.6250,9.2422,-0.0454,7.3916
1620096312713,23580,FRONT-eval,266,vehicle,54.0312,21.0781,-0.0216,1000000.0000
1620096313002,23630,FRONT-eval,268,vehicle,49.3438,8.4453,-0.0444,7.5518
1620096313002,23630,FRONT-eval,266,vehicle,54.1562,20.1406,-0.0203,1000000.0000
1620096313318,23680,FRONT-eval,268,vehicle,49.0000,7.6914,-0.0428,7.4448
1620096313318,23680,FRONT-eval,266,vehicle,54.2500,19.2344,-0.0173,1000000.0000
1620096313655,23730,FRONT-eval,268,vehicle,48.6875,6.9883,-0.0415,7.6595
1620096313656,23730,FRONT-eval,266,vehicle,54.3125,18.3906,-0.0145,1000000.0000
1620096313986,23780,FRONT-eval,268,vehicle,48.3125,6.3125,-0.0409,7.4875
1620096313986,23780,FRONT-eval,266,vehicle,54.3438,17.5469,-0.0134,1000000.0000
1620096314303,23830,FRONT-eval,268,vehicle,47.9688,5.6719,-0.0401,8.8599
1620096314303,23830,FRONT-eval,266,vehicle,54.3750,16.7500,-0.0117,1000000.0000
1620096314616,23880,FRONT-eval,268,vehicle,47.5938,5.0703,-0.0393,7.2332
1620096314616,23880,FRONT-eval,266,vehicle,54.4062,15.9844,-0.0101,1000000.0000
1620096314937,23930,FRONT-eval,268,vehicle,47.1875,4.4961,-0.0388,7.2963
1620096314937,23930,FRONT-eval,266,vehicle,54.4062,15.2344,-0.0090,1000000.0000
1620096315257,23980,FRONT-eval,268,vehicle,46.7812,3.9512,-0.0383,7.5089
1620096315258,23980,FRONT-eval,266,vehicle,54.3750,14.5156,-0.0075,1000000.0000
1620096315558,24030,FRONT-eval,268,vehicle,46.3750,3.4395,-0.0378,7.5948
1620096315558,24030,FRONT-eval,266,vehicle,54.3750,13.8281,-0.0060,1000000.0000
1620096315921,24080,FRONT-eval,268,vehicle,45.9688,2.9531,-0.0374,7.0349
1620096315921,24080,FRONT-eval,266,vehicle,54.3438,13.1641,-0.0049,1000000.0000
1620096316234,24130,FRONT-eval,268,vehicle,45.5625,2.4941,-0.0371,7.2332
1620096316235,24130,FRONT-eval,266,vehicle,54.3125,12.5156,-0.0039,1000000.0000
1620096316620,24180,FRONT-eval,268,vehicle,45.1250,2.0566,-0.0368,7.3280
1620096316620,24180,FRONT-eval,266,vehicle,54.2500,11.8906,-0.0031,1000000.0000
1620096316938,24230,FRONT-eval,268,vehicle,44.6875,1.6475,-0.0366,7.4341
1620096316939,24230,FRONT-eval,266,vehicle,54.2188,11.2891,-0.0023,1000000.0000
1620096317255,24280,FRONT-eval,268,vehicle,44.2500,1.2598,-0.0363,7.0660
1620096317256,24280,FRONT-eval,266,vehicle,54.1875,10.7031,-0.0017,1000000.0000
1620096317582,24330,FRONT-eval,268,vehicle,43.8125,0.8911,-0.0362,7.0246
1620096317582,24330,FRONT-eval,266,vehicle,54.1562,10.1406,-0.0011,1000000.0000
1620096317853,24380,FRONT-eval,268,vehicle,43.3750,0.5469,-0.0360,7.8334
1620096317853,24380,FRONT-eval,266,vehicle,54.0938,9.6016,-0.0004,1000000.0000
1620096318194,24430,FRONT-eval,268,vehicle,42.9062,0.2203,-0.0358,7.4022
1620096318194,24430,FRONT-eval,266,vehicle,54.0625,9.0781,0.0001,1000000.0000
1620096318581,24480,FRONT-eval,268,vehicle,42.4688,-0.0901,-0.0357,7.5840
1620096318581,24480,FRONT-eval,266,vehicle,54.0312,8.5703,0.0005,1000000.0000
1620096318581,24480,FRONT-eval,304,vehicle,51.0625,31.1875,-0.0658,1000000.0000
1620096318927,24530,FRONT-eval,268,vehicle,42.0000,-0.3784,-0.0356,7.6055
1620096318927,24530,FRONT-eval,266,vehicle,54.0000,8.0859,0.0011,1000000.0000
1620096318928,24530,FRONT-eval,304,vehicle,51.0000,30.7031,-0.0641,1000000.0000
1620096319268,24580,FRONT-eval,268,vehicle,41.5312,-0.6519,-0.0355,7.7571
1620096319269,24580,FRONT-eval,266,vehicle,53.9688,7.6172,0.0015,1000000.0000
1620096319269,24580,FRONT-eval,304,vehicle,50.9375,30.2344,-0.0633,1000000.0000
1620096319666,24630,FRONT-eval,268,vehicle,41.0938,-0.9121,-0.0354,7.9102
1620096319666,24630,FRONT-eval,266,vehicle,53.9375,7.1680,0.0019,1000000.0000
1620096319667,24630,FRONT-eval,304,vehicle,50.8750,29.7812,-0.0627,1000000.0000
1620096319938,24680,FRONT-eval,268,vehicle,40.6250,-1.1523,-0.0353,7.3386
